BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.19989,1.19989,0
2,1.10469,1.15229,0.0336594
3,1.11635,1.14031,0.0244789
4,1.09946,1.1301,0.020379
5,1.10506,1.12509,0.0169073
6,1.11596,1.12357,0.0141576
7,1.11155,1.12185,0.0122388
8,1.07289,1.11573,0.0121434
9,1.05729,1.10924,0.0124095
10,1.10296,1.10861,0.0111844
11,1.1203,1.10967,0.010218
12,1.07833,1.10706,0.00969448
13,1.07949,1.10494,0.00917775
14,1.07199,1.10259,0.00881882
15,1.05512,1.09942,0.00878043
16,1.09392,1.09908,0.00823838
17,1.06228,1.09691,0.00803309
18,1.1074,1.0975,0.00760788
19,1.10204,1.09774,0.00721122
20,1.08622,1.09716,0.0068736
21,1.13101,1.09877,0.00673269
22,1.13741,1.10053,0.00665178
23,1.08877,1.10002,0.00638217
24,1.09269,1.09971,0.00612355
25,1.0735,1.09866,0.00596773
26,1.10901,1.09906,0.00575146
27,1.10633,1.09933,0.00554474
28,1.10406,1.0995,0.00534928
29,1.08086,1.09886,0.00520332
30,1.06026,1.09757,0.00518646
31,1.09317,1.09743,0.0050211
32,1.11198,1.09788,0.00488475
33,1.13813,1.0991,0.00488662
34,1.09216,1.0989,0.00474716
35,1.09837,1.09888,0.00461155
36,1.09692,1.09883,0.00448378
37,1.07638,1.09822,0.00440346
38,1.09755,1.0982,0.00428761
39,1.13777,1.09922,0.00429603
40,1.13828,1.1002,0.00429816
41,1.10945,1.10042,0.00419925
42,1.07309,1.09977,0.00414937
43,1.09221,1.09959,0.00405659
44,1.09964,1.0996,0.0039644
45,1.09273,1.09944,0.00387924
46,1.10167,1.09949,0.00379521
47,1.09085,1.09931,0.00371891
48,1.08777,1.09907,0.0036492
49,1.08565,1.09879,0.00358499
50,1.08094,1.09844,0.00353103
51,1.05447,1.09757,0.00356547
52,1.08765,1.09738,0.00350201
53,1.10797,1.09758,0.00344163
54,1.10878,1.09779,0.00338413
55,1.08753,1.0976,0.00332774
56,1.10226,1.09769,0.00326935
57,1.07352,1.09726,0.00323938
58,1.09281,1.09719,0.00318444
59,1.08804,1.09703,0.00313423
60,1.10069,1.09709,0.00308259
61,1.12137,1.09749,0.00305765
62,1.06665,1.09699,0.00304853
63,1.0824,1.09676,0.00300893
64,1.06904,1.09633,0.00299294
65,1.08856,1.09621,0.00294928
66,1.09413,1.09618,0.00290476
67,1.13089,1.09669,0.00290725
68,1.12815,1.09716,0.00290106
69,1.11808,1.09746,0.00287482
70,1.10231,1.09753,0.00283459
71,1.08204,1.09731,0.00280305
72,1.0973,1.09731,0.00276412
73,1.1081,1.09746,0.0027302
74,1.10391,1.09755,0.0026947
75,1.11165,1.09773,0.00266532
76,1.11329,1.09794,0.0026381
77,1.05939,1.09744,0.00265092
78,1.05426,1.09688,0.00267411
79,1.05429,1.09635,0.00269408
80,1.10687,1.09648,0.00266361
81,1.08404,1.09632,0.00263515
82,1.07652,1.09608,0.00261406
83,1.11742,1.09634,0.00259517
84,1.10637,1.09646,0.00256703
85,1.08344,1.09631,0.00254139
86,1.08271,1.09615,0.00251675
87,1.09472,1.09613,0.00248788
88,1.11512,1.09635,0.00246895
89,1.06423,1.09599,0.00246745
90,1.08652,1.09588,0.00244227
91,1.05976,1.09548,0.00244748
92,1.054,1.09503,0.00246207
93,1.10356,1.09512,0.0024373
94,1.09479,1.09512,0.00241137
95,1.10366,1.09521,0.00238767
96,1.11105,1.09538,0.00236849
97,1.08494,1.09527,0.00234651
98,1.12078,1.09553,0.00233697
99,1.09495,1.09552,0.00231337
100,1.10106,1.09558,0.0022909
